category_id,category_name,category_slug,parent_category_id,listing_id,listing_title,listing_slug,listing_url,region_ids,maps_url,latitude,longitude
3,Restaurants,restaurants,47,5241,Deyiz Café,deyiz-cafe,https://newcyprusguide.com/business/deyiz-cafe/,43,"//maps.google.com/maps?daddr=35.14324761395734,33.91469404457473",35.14324761395734,33.91469404457473
3,Restaurants,restaurants,47,5208,Karsel Restaurant,karsel-restaurant,https://newcyprusguide.com/business/karsel-restaurant/,46,"//maps.google.com/maps?daddr=35.313474097674366,33.952392492279046",35.313474097674366,33.952392492279046
3,Restaurants,restaurants,47,5153,Bekayi Restaurant,bekayi-restaurant,https://newcyprusguide.com/business/bekayi-restaurant/,46,"//maps.google.com/maps?daddr=35.42882489953116,34.1312319182739",35.42882489953116,34.1312319182739
3,Restaurants,restaurants,47,5255,Lokkum Restaurant,lokkum-restaurant,https://newcyprusguide.com/business/lokkum-restaurant/,46,"//maps.google.com/maps?daddr=35.27855700662335,33.91962662695312",35.27855700662335,33.91962662695312
3,Restaurants,restaurants,47,5223,Muhabbet Café,muhabbet-cafe,https://newcyprusguide.com/business/muhabbet-cafe/,43,"//maps.google.com/maps?daddr=35.14298222618661,33.914597485050194",35.14298222618661,33.914597485050194
3,Restaurants,restaurants,47,5080,David People Cafe &#8211; Famagusta,david-people,https://newcyprusguide.com/business/david-people/,43,"//maps.google.com/maps?daddr=35.13337723853669,33.923835012897484",35.13337723853669,33.923835012897484
3,Restaurants,restaurants,47,5024,Hodri Meyhane,hodri-meyhane,https://newcyprusguide.com/business/hodri-meyhane/,45,"//maps.google.com/maps?daddr=35.194413988383545,33.32002416609191",35.194413988383545,33.32002416609191
3,Restaurants,restaurants,47,4916,The Meyhane Restaurant,meyhane-restaurant,https://newcyprusguide.com/business/meyhane-restaurant/,68,"//maps.google.com/maps?daddr=35.33720036127065,33.28703299520873",35.33720036127065,33.28703299520873
3,Restaurants,restaurants,47,4567,Esentepe Beach Café,esentepe-halk-beach,https://newcyprusguide.com/business/esentepe-halk-beach/,63,"//maps.google.com/maps?daddr=35.35343402281275,33.59572306631469",35.35343402281275,33.59572306631469
3,Restaurants,restaurants,47,4779,Alevkaya Restaurant,alevkaya-restaurant,https://newcyprusguide.com/business/alevkaya-restaurant/,73,"//maps.google.com/maps?daddr=35.56996937824211,34.260803613647454",35.56996937824211,34.260803613647454
3,Restaurants,restaurants,47,4778,Hilltop Restaurant &amp; Bar,hilltop-restaurant-bar,https://newcyprusguide.com/business/hilltop-restaurant-bar/,46,"//maps.google.com/maps?daddr=35.32819386698666,33.954903039916985",35.32819386698666,33.954903039916985
3,Restaurants,restaurants,47,4749,Lungo Café,lungo-cafe,https://newcyprusguide.com/business/lungo-cafe/,45,"//maps.google.com/maps?daddr=35.209661634212736,33.3144934511032",35.209661634212736,33.3144934511032
3,Restaurants,restaurants,47,4777,Eddie&#8217;s Steak House,eddies-steak-house,https://newcyprusguide.com/business/eddies-steak-house/,46,"//maps.google.com/maps?daddr=35.31392606028675,33.95276800154113",35.31392606028675,33.95276800154113
3,Restaurants,restaurants,47,4780,Körfez Restaurant,korfez-restuarant,https://newcyprusguide.com/business/korfez-restuarant/,46,"//maps.google.com/maps?daddr=35.31292582971088,33.95222351311111",35.31292582971088,33.95222351311111
3,Restaurants,restaurants,47,4792,The Chinese House,chinese-house,https://newcyprusguide.com/business/chinese-house/,68,"//maps.google.com/maps?daddr=35.34012353627164,33.29502597807311",35.34012353627164,33.29502597807311
3,Restaurants,restaurants,47,4706,Republic Bar &amp; Restaurant,republic-bar-restaurant,https://newcyprusguide.com/business/republic-bar-restaurant/,43,"//maps.google.com/maps?daddr=35.126269827247775,33.92089262960815",35.126269827247775,33.92089262960815
3,Restaurants,restaurants,47,4663,Rouge 21,rouge-21,https://newcyprusguide.com/business/rouge-21/,43,"//maps.google.com/maps?daddr=35.125392326045684,33.94259706495666",35.125392326045684,33.94259706495666
3,Restaurants,restaurants,47,4662,Lucky Cat Chinese Fast Food,lucky-cat-chinese-fast-food,https://newcyprusguide.com/business/lucky-cat-chinese-fast-food/,43,"//maps.google.com/maps?daddr=35.1258925028895,33.920914087280266",35.1258925028895,33.920914087280266
3,Restaurants,restaurants,47,4054,Kyrenia Tavern,kyrenia-tavern,https://newcyprusguide.com/business/kyrenia-tavern/,42,"//maps.google.com/maps?daddr=35.33783926783117,33.321676406845086",35.33783926783117,33.321676406845086
3,Restaurants,restaurants,47,4312,Livadya Cafe,livadya-cafe,https://newcyprusguide.com/business/livadya-cafe/,46,"//maps.google.com/maps?daddr=35.367026657297664,34.02387068031692",35.367026657297664,34.02387068031692
3,Restaurants,restaurants,47,4216,Sea Front Beach Restaurant,sea-front-beach-restaurant,https://newcyprusguide.com/business/sea-front-beach-restaurant/,73,"//maps.google.com/maps?daddr=35.618075035035204,34.466775808319085",35.618075035035204,34.466775808319085
